# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged.saf" "-F" "SAF" "-o" "counts.txt" "-T" "8" "-p" "aFLAG_FIX_R1.target.filtered.sorted.bam" "aFLAG_FIX_R2.target.filtered.sorted.bam" "aFLAG_NATIVE_R1.target.filtered.sorted.bam" "aFLAG_NATIVE_R2.target.filtered.sorted.bam" "aFOXP3_FIX_R1.target.filtered.sorted.bam" "aFOXP3_FIX_R2.target.filtered.sorted.bam" "aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "IgG_FIX_R1.target.filtered.sorted.bam" "IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aFLAG_FIX_R1.target.filtered.sorted.bam	aFLAG_FIX_R2.target.filtered.sorted.bam	aFLAG_NATIVE_R1.target.filtered.sorted.bam	aFLAG_NATIVE_R2.target.filtered.sorted.bam	aFOXP3_FIX_R1.target.filtered.sorted.bam	aFOXP3_FIX_R2.target.filtered.sorted.bam	aFOXP3_NATIVE_R1.target.filtered.sorted.bam	aFOXP3_NATIVE_R2.target.filtered.sorted.bam	aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	IgG_FIX_R1.target.filtered.sorted.bam	IgG_NATIVE_R1.target.filtered.sorted.bam
chr6_149480201_149484309	chr6	149480201	149484309	.	4109	52	48	14	74	94	70	40	18	224	34	20
chr6_149545262_149547481	chr6	149545262	149547481	.	2220	123	57	48	114	142	96	30	46	242	87	88
chr6_149563053_149567452	chr6	149563053	149567452	.	4400	184	125	244	366	311	125	100	174	1806	221	118
chr6_149647935_149649648	chr6	149647935	149649648	.	1714	93	50	72	166	98	39	38	24	254	45	32
chr6_149716435_149718642	chr6	149716435	149718642	.	2208	128	142	118	266	277	78	86	174	1708	119	84
chr6_149748097_149750775	chr6	149748097	149750775	.	2679	104	80	194	130	186	61	79	54	454	119	80
chr6_149863076_149865022	chr6	149863076	149865022	.	1947	61	32	196	182	38	15	138	242	896	64	12
chr6_149941520_149942600	chr6	149941520	149942600	.	1081	21	8	26	67	61	20	10	8	40	28	24
chr6_149963352_149964978	chr6	149963352	149964978	.	1627	38	46	67	134	66	48	56	44	110	37	72
chr6_150004308_150006048	chr6	150004308	150006048	.	1741	84	46	75	121	233	71	42	36	92	78	123
chr6_150068397_150069640	chr6	150068397	150069640	.	1244	29	20	54	97	66	40	36	13	88	5	33
chr6_150142364_150143932	chr6	150142364	150143932	.	1569	21	20	52	66	18	5	6	62	26	22	0
chr6_150506973_150507868	chr6	150506973	150507868	.	896	6	12	46	34	10	4	6	26	6	33	60
chr6_150599215_150601101	chr6	150599215	150601101	.	1887	40	52	108	141	98	11	70	124	710	47	72
chr6_150865407_150867066	chr6	150865407	150867066	.	1660	70	36	78	240	103	22	65	152	1530	50	16
chr6_151239858_151241459	chr6	151239858	151241459	.	1602	14	15	64	66	31	23	40	42	186	16	30
chr6_151340959_151342069	chr6	151340959	151342069	.	1111	16	15	60	39	18	6	8	23	8	4	20
chr6_151389682_151393069	chr6	151389682	151393069	.	3388	398	300	328	665	532	216	277	554	2891	324	94
chr6_151450175_151450909	chr6	151450175	151450909	.	735	10	4	26	42	4	14	10	44	16	11	11
chr6_151451721_151453058	chr6	151451721	151453058	.	1338	58	80	18	94	207	35	27	40	512	161	80
chr6_151493642_151494509	chr6	151493642	151494509	.	868	5	3	18	39	8	12	44	40	38	22	18
chr6_151807369_151808642	chr6	151807369	151808642	.	1274	16	2	30	105	16	4	18	54	18	2	40
chr6_152301281_152302813	chr6	152301281	152302813	.	1533	93	76	32	68	326	82	38	26	78	126	72
chr6_152636389_152637492	chr6	152636389	152637492	.	1104	8	8	49	122	16	7	14	82	38	56	14
chr6_152981887_152984812	chr6	152981887	152984812	.	2926	172	266	96	356	452	192	136	148	1644	193	196
chr6_152984934_152985769	chr6	152984934	152985769	.	836	8	14	2	26	12	9	0	0	22	29	14
chr6_153002114_153003776	chr6	153002114	153003776	.	1663	19	74	64	202	170	68	30	34	720	86	42
chr6_153130525_153131878	chr6	153130525	153131878	.	1354	8	22	38	40	20	8	16	64	32	12	20
chr6_153132879_153134178	chr6	153132879	153134178	.	1300	12	2	42	40	11	4	20	32	14	6	0
chr6_154509162_154510909	chr6	154509162	154510909	.	1748	16	34	67	158	28	12	18	38	28	18	26
chr6_154686610_154687821	chr6	154686610	154687821	.	1212	25	12	36	70	22	4	20	50	14	6	18
chr6_154732681_154734834	chr6	154732681	154734834	.	2154	177	158	186	314	339	147	156	245	1441	264	162
chr6_154994889_154996296	chr6	154994889	154996296	.	1408	8	6	50	96	52	17	38	72	598	18	49
chr6_155248022_155248428	chr6	155248022	155248428	.	407	6	4	19	27	3	0	18	34	2	0	7
chr6_155313566_155314903	chr6	155313566	155314903	.	1338	53	65	48	104	166	43	15	34	280	113	50
chr6_155866535_155867351	chr6	155866535	155867351	.	817	5	6	46	30	10	8	12	30	2	5	14
chr6_156686920_156687433	chr6	156686920	156687433	.	514	47	24	30	16	40	22	30	26	102	34	26
chr6_156776688_156780574	chr6	156776688	156780574	.	3887	204	148	216	458	182	117	316	622	7090	198	104
chr6_157020462_157022659	chr6	157020462	157022659	.	2198	173	206	188	318	470	172	166	160	1114	196	144
chr6_157235522_157237250	chr6	157235522	157237250	.	1729	41	30	88	136	51	20	42	84	47	18	50
chr6_157240509_157241267	chr6	157240509	157241267	.	759	0	5	10	18	2	2	4	2	20	22	11
chr6_157274189_157275872	chr6	157274189	157275872	.	1684	40	80	78	148	126	55	62	116	234	58	38
chr6_157323023_157323958	chr6	157323023	157323958	.	936	17	36	24	89	97	46	0	10	62	34	40
chr6_157379386_157382828	chr6	157379386	157382828	.	3443	130	148	226	292	292	94	208	294	5874	176	104
chr6_157822407_157824247	chr6	157822407	157824247	.	1841	72	38	122	204	51	21	106	192	1500	54	14
chr6_157980592_157982622	chr6	157980592	157982622	.	2031	56	62	100	182	100	42	127	136	1018	54	62
chr6_158167410_158169316	chr6	158167410	158169316	.	1907	108	94	122	168	172	70	36	50	682	72	54
chr6_158209558_158210252	chr6	158209558	158210252	.	695	6	6	36	34	24	10	8	32	8	8	9
chr6_158231591_158233075	chr6	158231591	158233075	.	1485	20	56	36	84	47	39	36	62	842	38	36
chr6_158536196_158538105	chr6	158536196	158538105	.	1910	28	26	76	182	30	20	42	46	392	24	44
chr6_158559384_158561671	chr6	158559384	158561671	.	2288	56	72	92	160	131	26	142	112	954	74	24
chr6_158643096_158645196	chr6	158643096	158645196	.	2101	96	120	150	300	161	88	58	144	2250	178	106
chr6_158645840_158646928	chr6	158645840	158646928	.	1089	8	5	4	8	18	10	2	0	28	8	0
chr6_158648218_158649703	chr6	158648218	158649703	.	1486	16	17	4	4	21	22	10	4	28	26	4
chr6_158650033_158651291	chr6	158650033	158651291	.	1259	20	19	1	14	47	23	4	5	34	9	8
chr6_158651757_158652850	chr6	158651757	158652850	.	1094	4	10	6	18	14	22	9	2	24	10	10
chr6_158681384_158682194	chr6	158681384	158682194	.	811	1	2	40	22	4	3	6	0	4	0	0
chr6_158723456_158724955	chr6	158723456	158724955	.	1500	0	4	3	4	10	2	34	0	1	8	2
chr6_158814064_158814903	chr6	158814064	158814903	.	840	2	3	10	17	25	11	4	2	22	12	8
chr6_158816640_158820095	chr6	158816640	158820095	.	3456	113	94	134	310	204	78	122	186	3316	108	119
chr6_158869042_158870419	chr6	158869042	158870419	.	1378	97	67	102	166	264	91	168	128	174	152	76
chr6_158999189_159000557	chr6	158999189	159000557	.	1369	42	94	32	134	152	70	18	44	280	74	62
chr6_159233406_159234591	chr6	159233406	159234591	.	1186	8	10	56	124	4	6	28	28	6	0	13
chr6_159407064_159407894	chr6	159407064	159407894	.	831	4	4	48	8	2	0	18	17	10	13	24
chr6_159692085_159693991	chr6	159692085	159693991	.	1907	49	26	95	168	142	44	43	56	1106	100	42
chr6_159726422_159728702	chr6	159726422	159728702	.	2281	124	104	216	274	298	63	162	208	2286	179	116
chr6_159729057_159729687	chr6	159729057	159729687	.	631	0	2	0	8	8	5	0	0	20	6	14
chr6_159751517_159753081	chr6	159751517	159753081	.	1565	0	4	0	4	0	0	2	0	26	6	0
chr6_159761207_159763387	chr6	159761207	159763387	.	2181	184	113	186	238	420	178	142	152	1294	168	226
chr6_159788258_159791550	chr6	159788258	159791550	.	3293	232	238	146	321	492	186	120	114	1960	288	234
chr6_159968552_159971250	chr6	159968552	159971250	.	2699	88	46	151	226	56	30	90	106	1720	64	42
chr6_159976685_159977803	chr6	159976685	159977803	.	1119	9	4	13	5	19	10	4	10	22	22	2
chr6_160004053_160006768	chr6	160004053	160006768	.	2716	27	30	76	114	24	11	28	42	36	30	104
chr6_160347645_160349359	chr6	160347645	160349359	.	1715	18	12	68	78	18	4	28	50	22	33	28
chr6_160519833_160521015	chr6	160519833	160521015	.	1183	68	31	68	138	68	36	26	42	114	58	48
chr6_160990997_160992705	chr6	160990997	160992705	.	1709	84	142	136	234	120	55	75	196	1158	188	20
chr6_161273203_161274074	chr6	161273203	161274074	.	872	24	25	8	32	36	20	8	0	36	22	13
chr6_162727062_162728074	chr6	162727062	162728074	.	1013	86	92	86	174	91	62	66	64	332	131	82
chr6_163099854_163100790	chr6	163099854	163100790	.	937	2	8	32	28	6	2	10	54	12	4	36
chr6_163412898_163416963	chr6	163412898	163416963	.	4066	200	229	278	452	162	115	196	390	4956	350	56
chr6_163422793_163423491	chr6	163422793	163423491	.	699	4	2	2	4	13	8	6	0	22	2	0
chr6_163971827_163972898	chr6	163971827	163972898	.	1072	41	24	4	54	16	4	30	4	10	12	6
chr6_165660276_165661683	chr6	165660276	165661683	.	1408	14	14	46	56	8	4	21	33	11	12	30
chr6_165662686_165663674	chr6	165662686	165663674	.	989	4	4	26	28	0	4	27	36	17	6	0
chr6_165804490_165805443	chr6	165804490	165805443	.	954	10	4	10	56	11	4	40	44	4	4	36
chr6_165826720_165827529	chr6	165826720	165827529	.	810	9	0	46	30	3	4	6	2	4	8	5
chr6_165854029_165855701	chr6	165854029	165855701	.	1673	11	22	76	34	2	4	14	26	4	18	34
chr6_166005901_166006342	chr6	166005901	166006342	.	442	4	4	10	4	2	0	8	34	3	4	4
chr6_166166276_166169514	chr6	166166276	166169514	.	3239	34	20	76	244	16	20	60	58	32	18	82
chr6_166306422_166308899	chr6	166306422	166308899	.	2478	26	30	122	168	77	26	52	134	84	36	42
chr6_166341783_166343695	chr6	166341783	166343695	.	1913	124	119	96	324	190	104	69	80	1232	142	84
chr6_166381340_166384292	chr6	166381340	166384292	.	2953	154	112	234	529	130	96	164	224	1622	122	98
chr6_166393162_166394063	chr6	166393162	166394063	.	902	4	8	44	62	4	6	20	40	8	0	22
chr6_166626315_166628467	chr6	166626315	166628467	.	2153	116	91	122	206	202	56	92	130	392	142	104
chr6_166743967_166744991	chr6	166743967	166744991	.	1025	14	4	42	40	26	8	10	20	14	8	26
chr6_166862182_166863391	chr6	166862182	166863391	.	1210	12	20	44	108	30	10	24	20	28	24	22
chr6_166954938_166957863	chr6	166954938	166957863	.	2926	138	132	140	318	249	90	86	92	1248	157	110
chr6_166997749_167000165	chr6	166997749	167000165	.	2417	168	86	155	380	178	58	108	164	3774	134	92
chr6_167235086_167236664	chr6	167235086	167236664	.	1579	6	6	46	30	24	0	20	16	10	14	24
chr6_167350863_167351519	chr6	167350863	167351519	.	657	14	22	20	64	48	17	14	12	42	6	7
chr6_167661988_167663140	chr6	167661988	167663140	.	1153	6	4	26	38	2	2	14	36	4	8	37
chr6_167678291_167679132	chr6	167678291	167679132	.	842	12	0	16	16	4	4	28	8	13	0	26
chr6_167825648_167828175	chr6	167825648	167828175	.	2528	30	36	28	32	82	30	45	56	458	51	24
chr6_167978056_167978629	chr6	167978056	167978629	.	574	10	2	32	46	0	6	14	38	2	0	36
chr6_168128643_168129878	chr6	168128643	168129878	.	1236	18	2	32	16	4	1	22	28	12	6	28
chr6_168142354_168143202	chr6	168142354	168143202	.	849	0	4	0	6	6	0	0	0	20	0	4
chr6_168318941_168320430	chr6	168318941	168320430	.	1490	0	4	46	16	0	4	18	26	40	0	30
chr6_168440624_168442411	chr6	168440624	168442411	.	1788	8	18	72	69	16	22	40	28	14	22	18
chr6_168886294_168886702	chr6	168886294	168886702	.	409	2	0	14	26	2	1	8	28	1	0	3
chr6_169023928_169024831	chr6	169023928	169024831	.	904	4	12	28	59	4	2	8	32	10	5	6
chr6_169212918_169213938	chr6	169212918	169213938	.	1021	62	41	45	110	59	24	24	58	14	40	30
chr6_169231805_169232666	chr6	169231805	169232666	.	862	15	2	32	64	6	0	9	38	4	12	27
chr6_169340409_169340780	chr6	169340409	169340780	.	372	2	4	25	22	2	2	8	38	0	2	10
chr6_169701029_169703166	chr6	169701029	169703166	.	2138	126	110	124	168	211	102	64	84	1755	130	96
chr6_169717323_169718660	chr6	169717323	169718660	.	1338	0	0	0	0	16	0	3	0	24	0	0
chr6_169722638_169725757	chr6	169722638	169725757	.	3120	48	58	66	75	85	40	70	140	1632	85	33
chr6_169750960_169752419	chr6	169750960	169752419	.	1460	82	68	110	209	106	58	58	54	841	116	34
chr6_169898780_169899463	chr6	169898780	169899463	.	684	4	0	12	42	6	2	14	32	2	4	0
chr6_169921755_169922858	chr6	169921755	169922858	.	1104	4	6	38	9	22	0	6	8	0	6	0
chr6_170022851_170024253	chr6	170022851	170024253	.	1403	2	12	44	166	6	2	36	69	12	16	16
chr6_170080170_170081169	chr6	170080170	170081169	.	1000	2	0	44	61	8	4	16	18	9	4	16
chr6_170136048_170138029	chr6	170136048	170138029	.	1982	26	17	94	146	20	18	25	52	29	33	42
chr6_170158594_170159680	chr6	170158594	170159680	.	1087	2	8	68	49	21	4	33	28	11	10	26
chr6_170174685_170178027	chr6	170174685	170178027	.	3343	34	36	152	224	58	14	34	88	18	30	105
chr6_170271002_170273032	chr6	170271002	170273032	.	2031	44	34	82	66	89	32	34	40	8	48	32
chr6_170283374_170283878	chr6	170283374	170283878	.	505	4	4	2	21	2	4	10	30	3	1	3
chr6_170288545_170292586	chr6	170288545	170292586	.	4042	100	39	184	334	98	75	146	184	387	115	103
chr6_170295202_170297495	chr6	170295202	170297495	.	2294	30	30	92	128	50	18	72	162	60	53	44
chr6_170305291_170307651	chr6	170305291	170307651	.	2361	196	238	212	398	294	100	156	200	686	268	134
chr6_170551378_170555183	chr6	170551378	170555183	.	3806	101	58	36	120	214	74	26	40	302	72	44
chr6_170583545_170585225	chr6	170583545	170585225	.	1681	40	48	128	158	84	33	109	148	1354	42	21
chr7_82395_83164	chr7	82395	83164	.	770	8	6	5	32	4	0	2	30	4	4	8
chr7_120484_121332	chr7	120484	121332	.	849	0	4	36	24	14	9	0	4	22	4	6
chr7_148338_151529	chr7	148338	151529	.	3192	154	172	131	230	242	84	67	74	112	184	228
chr7_191760_192916	chr7	191760	192916	.	1157	6	0	36	27	4	1	54	46	40	4	8
chr7_193035_193706	chr7	193035	193706	.	672	8	4	23	14	2	0	36	32	7	4	6
chr7_226338_226826	chr7	226338	226826	.	489	12	0	17	32	3	3	6	30	2	7	16
chr7_231618_233285	chr7	231618	233285	.	1668	8	4	50	84	6	10	27	20	14	12	22
chr7_255581_257065	chr7	255581	257065	.	1485	20	16	54	82	10	6	16	36	8	12	23
chr7_289505_290508	chr7	289505	290508	.	1004	4	17	25	81	19	0	34	27	13	11	44
chr7_322095_322569	chr7	322095	322569	.	475	2	2	22	36	3	1	21	54	8	12	6
chr7_331953_333665	chr7	331953	333665	.	1713	30	26	132	174	34	16	18	60	10	22	38
chr7_368532_370333	chr7	368532	370333	.	1802	11	6	122	106	4	14	24	20	14	6	40
chr7_375341_377270	chr7	375341	377270	.	1930	15	22	60	80	39	15	16	17	20	12	38
chr7_378877_380210	chr7	378877	380210	.	1334	2	10	46	89	22	8	16	30	14	12	38
chr7_414942_415900	chr7	414942	415900	.	959	18	2	52	43	24	0	6	18	4	20	20
chr7_428412_430377	chr7	428412	430377	.	1966	8	14	44	38	8	2	44	12	8	6	25
chr7_445128_445902	chr7	445128	445902	.	775	11	3	40	38	6	6	6	30	4	10	23
chr7_454817_455987	chr7	454817	455987	.	1171	12	11	44	48	4	2	25	29	4	8	28
chr7_461949_464379	chr7	461949	464379	.	2431	12	43	112	135	40	12	34	86	31	30	49
chr7_493522_494626	chr7	493522	494626	.	1105	12	1	58	71	6	10	16	48	16	8	30
chr7_509984_510673	chr7	509984	510673	.	690	0	4	42	34	5	2	12	8	0	2	20
chr7_516458_517607	chr7	516458	517607	.	1150	4	12	46	32	4	4	20	34	58	4	8
chr7_517677_523881	chr7	517677	523881	.	6205	116	78	262	358	133	50	160	230	604	100	214
chr7_550171_550864	chr7	550171	550864	.	694	4	2	12	26	10	4	14	30	4	2	8
chr7_593677_594840	chr7	593677	594840	.	1164	7	14	54	32	6	2	12	14	2	30	27
chr7_600884_603065	chr7	600884	603065	.	2182	80	78	70	158	108	46	39	62	59	70	68
chr7_603290_605754	chr7	603290	605754	.	2465	82	94	76	136	126	70	29	16	55	145	30
chr7_627350_627812	chr7	627350	627812	.	463	2	0	8	16	1	0	10	36	1	4	8
chr7_711999_712918	chr7	711999	712918	.	920	2	0	20	11	8	3	11	29	38	12	4
chr7_726087_728254	chr7	726087	728254	.	2168	15	17	116	113	59	16	34	58	1058	11	18
chr7_740355_741665	chr7	740355	741665	.	1311	9	1	50	28	2	4	11	8	4	26	32
chr7_773542_774927	chr7	773542	774927	.	1386	28	22	56	146	9	8	56	30	12	28	63
chr7_815630_818067	chr7	815630	818067	.	2438	48	37	96	128	62	34	26	74	696	58	14
chr7_875853_879631	chr7	875853	879631	.	3779	68	56	78	134	84	54	170	131	692	86	62
chr7_895092_896073	chr7	895092	896073	.	982	2	6	58	76	28	4	16	32	16	2	78
chr7_897646_900558	chr7	897646	900558	.	2913	36	16	92	161	40	14	50	68	28	34	66
chr7_900593_901377	chr7	900593	901377	.	785	2	10	44	78	8	0	6	30	3	0	39
chr7_903795_905426	chr7	903795	905426	.	1632	12	14	48	97	28	6	12	22	14	26	30
chr7_907238_908200	chr7	907238	908200	.	963	10	15	20	24	15	17	5	42	1	16	14
chr7_908400_909171	chr7	908400	909171	.	772	9	11	22	27	26	9	10	32	28	26	30
chr7_912079_912696	chr7	912079	912696	.	618	4	6	29	30	21	8	5	36	6	2	11
chr7_922635_923124	chr7	922635	923124	.	490	25	13	16	18	27	14	10	11	22	10	20
chr7_924222_926668	chr7	924222	926668	.	2447	32	16	28	132	46	43	25	16	28	28	38
chr7_934333_937154	chr7	934333	937154	.	2822	22	6	108	182	70	12	36	42	18	12	36
chr7_945009_946606	chr7	945009	946606	.	1598	14	34	43	118	26	5	48	15	16	14	48
chr7_952620_955110	chr7	952620	955110	.	2491	31	24	68	100	37	24	66	44	242	18	31
chr7_962036_963120	chr7	962036	963120	.	1085	6	10	42	42	18	4	13	5	4	18	24
chr7_967316_967965	chr7	967316	967965	.	650	12	17	30	22	2	2	8	34	9	8	21
chr7_970379_971144	chr7	970379	971144	.	766	2	4	6	11	0	3	0	1	22	6	2
chr7_974642_976304	chr7	974642	976304	.	1663	62	45	36	62	173	88	78	38	914	74	100
chr7_981917_985592	chr7	981917	985592	.	3676	32	25	110	236	20	26	49	68	53	42	114
chr7_990301_991212	chr7	990301	991212	.	912	14	4	28	46	3	7	9	40	14	22	28
chr7_995517_997265	chr7	995517	997265	.	1749	18	14	78	90	15	8	12	48	16	14	12
chr7_1008888_1010159	chr7	1008888	1010159	.	1272	2	26	64	28	12	9	14	8	0	11	12
chr7_1016631_1018006	chr7	1016631	1018006	.	1376	12	8	70	19	9	0	24	12	6	20	8
chr7_1018256_1020939	chr7	1018256	1020939	.	2684	26	12	50	158	22	13	10	16	16	27	24
chr7_1024614_1025205	chr7	1024614	1025205	.	592	8	2	7	10	7	13	2	2	22	1	9
chr7_1027149_1029325	chr7	1027149	1029325	.	2177	110	57	203	330	122	38	118	192	740	92	69
chr7_1044184_1045103	chr7	1044184	1045103	.	920	6	34	24	42	37	22	32	38	322	20	0
chr7_1047937_1048606	chr7	1047937	1048606	.	670	0	0	10	21	14	0	10	1	24	15	12
chr7_1054691_1055373	chr7	1054691	1055373	.	683	11	16	18	10	26	2	15	11	20	14	22
chr7_1055501_1058347	chr7	1055501	1058347	.	2847	35	11	110	104	35	8	31	36	27	18	26
chr7_1065533_1066839	chr7	1065533	1066839	.	1307	16	8	48	64	24	12	28	34	10	8	34
chr7_1094919_1096253	chr7	1094919	1096253	.	1335	12	0	5	23	12	7	12	4	18	2	7
chr7_1109388_1110812	chr7	1109388	1110812	.	1425	22	10	52	118	45	18	14	44	12	32	67
chr7_1129756_1131056	chr7	1129756	1131056	.	1301	10	2	52	23	16	4	0	14	4	6	28
chr7_1137049_1139245	chr7	1137049	1139245	.	2197	47	42	44	72	64	31	52	44	302	76	23
chr7_1139422_1140639	chr7	1139422	1140639	.	1218	12	6	9	4	18	1	6	0	30	6	2
chr7_1143681_1144726	chr7	1143681	1144726	.	1046	2	12	11	36	7	2	0	0	24	4	8
chr7_1148092_1149156	chr7	1148092	1149156	.	1065	7	2	4	0	3	2	8	0	26	0	0
chr7_1158420_1161170	chr7	1158420	1161170	.	2751	208	179	266	468	186	75	166	242	1306	218	72
chr7_1223853_1224917	chr7	1223853	1224917	.	1065	12	2	34	85	22	18	40	16	14	18	32
chr7_1225268_1226311	chr7	1225268	1226311	.	1044	10	10	42	44	10	4	29	36	28	22	42
chr7_1229471_1230364	chr7	1229471	1230364	.	894	1	12	20	44	4	0	8	54	16	4	3
chr7_1235307_1236141	chr7	1235307	1236141	.	835	8	26	48	45	17	8	16	26	8	12	15
chr7_1240809_1242024	chr7	1240809	1242024	.	1216	18	2	44	98	23	6	15	4	14	24	18
chr7_1242096_1243573	chr7	1242096	1243573	.	1478	24	10	40	56	13	16	25	46	22	21	38
chr7_1246225_1248062	chr7	1246225	1248062	.	1838	8	26	68	124	14	21	59	24	34	32	44
chr7_1252182_1253091	chr7	1252182	1253091	.	910	7	0	40	33	2	0	2	14	7	9	0
chr7_1254555_1256339	chr7	1254555	1256339	.	1785	14	12	70	40	22	11	8	34	23	11	15
chr7_1269653_1270529	chr7	1269653	1270529	.	877	10	8	28	37	6	2	11	36	9	4	4
chr7_1274274_1276963	chr7	1274274	1276963	.	2690	12	8	48	110	33	12	30	22	36	18	20
chr7_1284851_1286323	chr7	1284851	1286323	.	1473	28	14	44	42	20	9	30	22	12	11	38
chr7_1311597_1312762	chr7	1311597	1312762	.	1166	18	2	40	103	14	2	25	10	0	2	36
chr7_1320839_1323994	chr7	1320839	1323994	.	3156	34	21	78	158	18	16	52	50	24	34	58
chr7_1330024_1331453	chr7	1330024	1331453	.	1430	14	16	64	33	8	8	36	20	14	6	55
chr7_1368858_1369491	chr7	1368858	1369491	.	634	9	6	16	35	16	3	16	34	5	7	17
chr7_1383696_1384493	chr7	1383696	1384493	.	798	5	4	27	26	11	0	32	8	0	5	22
chr7_1407440_1408384	chr7	1407440	1408384	.	945	16	7	42	46	9	6	6	24	4	22	6
chr7_1412397_1414892	chr7	1412397	1414892	.	2496	24	28	87	136	41	19	20	30	36	62	24
chr7_1434037_1435736	chr7	1434037	1435736	.	1700	18	8	62	48	14	7	38	38	12	14	35
chr7_1437120_1438423	chr7	1437120	1438423	.	1304	9	22	23	88	5	3	28	42	9	5	32
chr7_1441384_1442739	chr7	1441384	1442739	.	1356	10	12	42	19	4	9	12	10	8	20	11
chr7_1444249_1445557	chr7	1444249	1445557	.	1309	4	19	14	108	32	6	10	20	32	6	48
chr7_1446546_1448349	chr7	1446546	1448349	.	1804	12	14	54	56	8	15	20	26	6	9	14
chr7_1458063_1460741	chr7	1458063	1460741	.	2679	46	36	184	294	124	44	106	113	393	115	98
chr7_1468798_1473292	chr7	1468798	1473292	.	4495	56	22	174	159	57	21	110	62	39	52	112
chr7_1473711_1476763	chr7	1473711	1476763	.	3053	38	26	61	216	32	20	50	46	32	40	50
chr7_1477898_1479814	chr7	1477898	1479814	.	1917	18	15	82	102	28	17	18	44	13	38	71
chr7_1482410_1484420	chr7	1482410	1484420	.	2011	4	12	64	60	23	13	35	35	8	13	32
chr7_1484891_1485833	chr7	1484891	1485833	.	943	8	18	15	36	18	6	10	18	22	9	12
chr7_1492690_1493459	chr7	1492690	1493459	.	770	0	3	42	20	4	6	15	8	10	26	4
chr7_1494372_1495704	chr7	1494372	1495704	.	1333	2	18	20	50	28	12	44	34	19	16	46
chr7_1495740_1497285	chr7	1495740	1497285	.	1546	18	12	42	48	17	2	6	21	3	5	28
chr7_1498465_1500096	chr7	1498465	1500096	.	1632	15	8	101	165	29	17	50	24	24	26	47
chr7_1502565_1506451	chr7	1502565	1506451	.	3887	147	115	159	311	170	62	98	153	1546	112	153
chr7_1529884_1534290	chr7	1529884	1534290	.	4407	38	44	59	92	104	30	52	104	422	68	36
chr7_1537023_1545844	chr7	1537023	1545844	.	8822	91	109	313	550	151	53	103	203	153	82	210
chr7_1547406_1550178	chr7	1547406	1550178	.	2773	12	22	71	145	22	6	56	39	32	30	77
chr7_1558853_1560377	chr7	1558853	1560377	.	1525	2	8	56	70	32	16	10	6	12	19	44
chr7_1566599_1567201	chr7	1566599	1567201	.	603	2	4	4	30	8	7	30	0	8	16	26
chr7_1568882_1571242	chr7	1568882	1571242	.	2361	104	49	64	130	110	59	84	138	1264	64	82
chr7_1619535_1620544	chr7	1619535	1620544	.	1010	8	0	70	114	20	4	0	18	16	17	36
chr7_1640433_1641461	chr7	1640433	1641461	.	1029	2	5	50	22	14	4	2	0	0	19	8
chr7_1664177_1668518	chr7	1664177	1668518	.	4342	41	25	210	317	68	20	94	178	101	29	102
chr7_1669001_1671296	chr7	1669001	1671296	.	2296	30	20	88	111	31	4	42	64	37	34	90
chr7_1744270_1747045	chr7	1744270	1747045	.	2776	33	26	118	270	14	10	57	90	15	15	33
chr7_1813968_1816212	chr7	1813968	1816212	.	2245	14	16	54	45	28	12	22	25	8	28	24
chr7_1852410_1854439	chr7	1852410	1854439	.	2030	10	26	44	70	4	13	14	16	14	38	42
chr7_1857549_1858773	chr7	1857549	1858773	.	1225	4	4	42	34	10	10	8	6	1	2	23
chr7_1862887_1864048	chr7	1862887	1864048	.	1162	7	6	44	81	10	11	16	14	9	2	26
chr7_1896872_1898610	chr7	1896872	1898610	.	1739	8	0	40	28	19	6	36	8	0	2	18
chr7_1917089_1918579	chr7	1917089	1918579	.	1491	14	18	58	56	6	4	8	28	19	2	12
chr7_1938448_1940815	chr7	1938448	1940815	.	2368	62	26	82	96	110	29	28	32	380	78	34
chr7_1951687_1954363	chr7	1951687	1954363	.	2677	32	20	72	66	36	16	12	16	23	36	56
chr7_1966521_1966957	chr7	1966521	1966957	.	437	4	18	20	26	12	4	7	36	14	6	18
chr7_1973057_1974072	chr7	1973057	1974072	.	1016	10	2	8	18	4	2	4	14	26	6	6
chr7_1987061_1987902	chr7	1987061	1987902	.	842	16	1	38	35	42	13	32	26	5	2	20
chr7_2011946_2013310	chr7	2011946	2013310	.	1365	4	10	44	17	1	2	7	6	4	8	9
chr7_2013595_2015698	chr7	2013595	2015698	.	2104	16	22	52	87	37	10	33	30	47	12	60
chr7_2161282_2162191	chr7	2161282	2162191	.	910	6	8	50	24	10	4	6	21	18	4	22
chr7_2199281_2200395	chr7	2199281	2200395	.	1115	11	24	44	30	0	4	9	0	0	2	2
chr7_2231802_2233384	chr7	2231802	2233384	.	1583	58	55	68	108	78	33	30	48	1208	97	40
chr7_2235220_2237731	chr7	2235220	2237731	.	2512	14	2	6	1	6	14	4	2	76	4	0
