# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged_peaks.saf" "-F" "SAF" "-p" "-o" "counts.txt" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_NATIVE_R1.target.filtered.sorted.bam
peak16731	chr3	121834625	121835892	.	1268	48	28	40	64	102	46	14	32	182	45	48
peak16732	chr3	122077330	122078430	.	1101	7	6	2	4	36	27	2	0	20	7	6
peak16733	chr3	122079295	122080478	.	1184	2	6	0	0	4	7	0	0	20	2	2
peak16734	chr3	122183608	122184793	.	1186	12	6	78	78	31	22	18	64	26	32	3
peak16735	chr3	122383479	122384901	.	1423	34	76	62	60	98	50	48	64	276	26	13
peak16736	chr3	122513942	122515412	.	1471	124	113	125	289	142	75	102	141	860	118	38
peak16737	chr3	122562713	122564948	.	2236	31	38	50	102	144	66	24	20	672	37	56
peak16738	chr3	122577355	122578321	.	967	40	16	9	42	56	22	21	23	396	51	6
peak16739	chr3	122679523	122682407	.	2885	66	93	24	184	139	83	49	22	864	64	83
peak16740	chr3	122793364	122794356	.	993	24	29	21	108	62	26	2	2	30	17	20
peak16741	chr3	122794536	122796383	.	1848	52	83	156	186	43	24	56	100	734	102	22
peak16742	chr3	122912729	122914067	.	1339	17	28	62	68	21	2	14	12	13	16	28
peak16743	chr3	122942744	122943556	.	813	8	0	22	39	7	3	2	30	0	6	5
peak16744	chr3	123025601	123028670	.	3070	37	24	88	152	42	28	29	48	56	26	50
peak16745	chr3	123066497	123068408	.	1912	17	14	57	154	85	36	36	52	448	52	15
peak16746	chr3	123201656	123202539	.	884	32	52	32	46	86	45	25	20	290	36	12
peak16747	chr3	123448147	123450670	.	2524	34	18	90	154	26	16	76	98	58	58	27
peak16748	chr3	123583619	123585667	.	2049	146	140	120	316	170	66	132	152	1976	105	98
peak16749	chr3	123960626	123961688	.	1063	14	26	38	54	72	24	20	18	72	20	10
peak16750	chr3	124032265	124034545	.	2281	26	25	106	126	32	32	72	110	146	46	20
peak16751	chr3	124584464	124584892	.	429	8	10	32	47	10	10	17	44	13	10	13
peak16752	chr3	124730201	124731333	.	1133	14	18	34	22	24	12	4	18	58	17	6
peak16753	chr3	124887120	124887809	.	690	2	16	28	44	16	4	16	18	48	12	29
peak16754	chr3	125043562	125044177	.	616	4	4	18	44	2	8	6	36	4	6	6
peak16755	chr3	125054695	125056557	.	1863	38	24	62	88	46	46	40	78	588	36	2
peak16756	chr3	125141275	125142389	.	1115	53	74	84	120	91	50	46	36	14	38	50
peak16757	chr3	125211733	125213229	.	1497	12	14	70	101	18	6	42	26	20	4	26
peak16758	chr3	125356978	125357820	.	843	22	25	40	72	45	14	17	16	92	52	60
peak16759	chr3	125374502	125376210	.	1709	58	63	86	94	86	24	52	118	992	88	76
peak16760	chr3	125519396	125520867	.	1472	122	86	138	177	112	60	102	152	1114	107	62
peak16761	chr3	125593137	125596378	.	3242	123	158	116	350	267	85	50	86	1006	112	151
peak16762	chr3	125766377	125767334	.	958	14	13	32	25	4	2	7	20	24	25	12
peak16763	chr3	125914852	125917436	.	2585	84	76	116	259	322	88	44	94	510	82	73
peak16764	chr3	125958289	125960391	.	2103	20	18	50	138	12	4	27	40	22	14	65
peak16765	chr3	125990091	125991097	.	1007	30	24	28	26	65	14	8	18	98	25	18
peak16766	chr3	126083168	126084708	.	1541	32	64	102	118	153	34	110	162	864	86	36
peak16767	chr3	126180032	126181195	.	1164	9	2	52	52	23	0	4	14	10	2	8
peak16768	chr3	126212864	126214157	.	1294	14	11	48	78	30	10	40	38	10	13	8
peak16769	chr3	126352406	126353046	.	641	9	6	12	28	7	2	7	32	0	2	11
peak16770	chr3	126356394	126358417	.	2024	22	12	27	88	25	21	44	46	46	42	57
peak16771	chr3	126394621	126395306	.	686	8	2	42	42	9	2	4	10	4	4	14
peak16772	chr3	126473713	126476734	.	3022	57	51	50	98	64	19	104	150	996	56	38
peak16773	chr3	126541313	126543187	.	1875	16	4	102	76	14	0	26	50	14	14	26
peak16774	chr3	126558155	126558837	.	683	6	0	12	20	2	0	9	8	18	8	12
peak16775	chr3	126654357	126655380	.	1024	19	2	50	40	6	8	62	52	142	10	0
peak16776	chr3	126703821	126705220	.	1400	11	42	54	116	29	10	40	70	334	60	20
peak16777	chr3	126948772	126949765	.	994	0	3	36	0	0	4	0	0	0	2	6
peak16778	chr3	126981367	126983063	.	1697	70	84	54	114	200	64	66	76	83	104	76
peak16779	chr3	126983407	126984995	.	1589	46	36	56	108	20	22	40	28	200	42	32
peak16780	chr3	126991321	126992806	.	1486	15	12	52	46	19	5	28	19	13	4	12
peak16781	chr3	127004703	127005478	.	776	2	16	50	16	5	2	4	5	2	6	2
peak16782	chr3	127013870	127014984	.	1115	6	14	50	106	25	8	37	40	6	30	20
peak16783	chr3	127027083	127029132	.	2050	24	8	72	42	16	15	14	18	14	24	15
peak16784	chr3	127308681	127309411	.	731	4	2	32	20	2	2	0	46	2	10	0
peak16785	chr3	127349776	127350699	.	924	6	0	40	20	6	0	0	14	2	10	6
peak16786	chr3	127455455	127456851	.	1397	20	18	54	117	20	7	4	29	2	24	32
peak16787	chr3	127547342	127548425	.	1084	15	15	24	101	20	14	21	46	40	22	33
peak16788	chr3	127589201	127592303	.	3103	116	85	150	240	114	34	97	169	2961	88	43
peak16789	chr3	127597363	127598867	.	1505	50	44	52	122	91	42	32	64	190	34	118
peak16790	chr3	127599106	127599560	.	455	2	10	8	8	6	0	6	4	20	10	10
peak16791	chr3	127604524	127605523	.	1000	16	4	42	65	12	2	16	28	6	18	16
peak16792	chr3	127629187	127629988	.	802	9	4	28	24	0	5	8	28	26	7	8
peak16793	chr3	127670880	127674611	.	3732	76	53	129	284	105	25	126	205	1631	58	43
peak16794	chr3	127822013	127824038	.	2026	11	27	36	36	44	7	20	28	78	11	54
peak16795	chr3	128051583	128053433	.	1851	68	86	92	180	98	36	62	136	1080	82	134
peak16796	chr3	128053688	128054877	.	1190	2	1	8	0	1	3	0	0	38	4	0
peak16797	chr3	128075541	128077473	.	1933	35	35	92	150	50	5	42	52	64	19	46
peak16798	chr3	128123080	128124114	.	1035	16	36	18	48	52	14	0	14	272	20	12
peak16799	chr3	128153037	128154846	.	1810	82	78	81	212	131	73	52	102	1097	90	68
peak16800	chr3	128431955	128433835	.	1881	0	6	80	32	14	6	28	38	8	20	18
peak16801	chr3	128486666	128490314	.	3649	18	48	114	220	80	58	66	122	158	39	84
peak16802	chr3	128492132	128493653	.	1522	12	13	64	115	14	3	32	42	14	12	24
peak16803	chr3	128496229	128498158	.	1930	22	18	64	70	18	6	40	58	31	14	70
peak16804	chr3	128555157	128556425	.	1269	11	4	38	132	6	6	27	52	10	6	10
peak16805	chr3	128608065	128609068	.	1004	18	3	25	28	30	4	15	20	24	6	26
peak16806	chr3	128616086	128618480	.	2395	86	67	92	124	115	61	38	60	126	119	92
peak16807	chr3	128646512	128647629	.	1118	9	7	4	12	14	4	10	2	28	7	0
peak16808	chr3	128648963	128651459	.	2497	74	66	136	252	134	54	57	152	1832	74	88
peak16809	chr3	128652767	128654023	.	1257	23	10	39	115	32	4	54	52	70	16	26
peak16810	chr3	128679867	128681744	.	1878	87	72	80	74	128	38	46	72	204	64	34
peak16811	chr3	128698164	128699086	.	923	24	14	40	32	29	8	26	40	34	9	22
peak16812	chr3	128700358	128701732	.	1375	6	2	0	16	17	2	4	4	24	4	1
peak16813	chr3	128725292	128727376	.	2085	88	61	144	128	78	49	86	142	1746	60	72
peak16814	chr3	128772680	128773776	.	1097	2	11	52	80	10	2	15	14	2	4	12
peak16815	chr3	128845719	128846394	.	676	12	51	30	42	24	19	25	11	28	24	48
peak16816	chr3	128878382	128880773	.	2392	90	128	85	138	176	52	24	52	158	122	72
peak16817	chr3	128992979	128994997	.	2019	34	12	49	142	30	18	22	28	20	32	72
peak16818	chr3	129000903	129003531	.	2629	39	22	88	132	33	27	42	46	84	30	32
peak16819	chr3	129026952	129027689	.	738	24	17	52	70	35	0	36	30	48	17	10
peak16820	chr3	129045487	129047497	.	2011	12	25	114	162	12	16	56	50	50	38	30
peak16821	chr3	129060463	129062387	.	1925	14	8	94	87	10	4	38	34	18	16	19
peak16822	chr3	129068114	129068923	.	810	20	10	40	86	24	2	22	48	26	6	22
peak16823	chr3	129118939	129122864	.	3926	89	78	116	192	295	76	124	170	2726	136	91
peak16824	chr3	129159861	129163027	.	3167	122	88	86	118	170	81	28	41	402	116	66
peak16825	chr3	129175417	129176508	.	1092	0	4	0	6	0	19	2	2	22	19	10
peak16826	chr3	129178590	129179567	.	978	8	16	0	0	10	8	6	4	20	6	11
peak16827	chr3	129180626	129184465	.	3840	135	116	116	290	202	102	52	56	1784	103	80
peak16828	chr3	129238324	129239075	.	752	4	2	1	2	19	2	10	2	24	2	5
peak16829	chr3	129246767	129250318	.	3552	78	148	70	115	138	83	28	28	174	116	68
peak16830	chr3	129252429	129253273	.	845	10	1	0	4	3	4	6	0	26	0	2
peak16831	chr3	129277700	129280080	.	2381	66	22	66	114	61	45	68	74	718	59	34
peak16832	chr3	129314367	129317566	.	3200	135	98	218	288	152	58	152	222	3326	186	134
peak16833	chr3	129398762	129399446	.	685	19	13	8	8	23	5	0	1	30	13	16
peak16834	chr3	129428185	129428936	.	752	18	10	44	12	26	8	8	0	8	14	0
peak16835	chr3	129439393	129441306	.	1914	132	106	121	214	297	110	17	46	334	149	130
peak16836	chr3	129570870	129572004	.	1135	0	10	19	40	6	2	44	9	12	8	40
peak16837	chr3	129604765	129606607	.	1843	40	64	160	216	56	22	64	184	118	54	26
peak16838	chr3	129606912	129607998	.	1087	6	2	28	8	15	2	4	8	32	10	14
peak16839	chr3	129625010	129627863	.	2854	24	38	54	75	102	34	30	34	256	58	78
peak16840	chr3	129867701	129868824	.	1124	12	0	2	0	2	0	8	0	20	0	8
peak16841	chr3	129892380	129894123	.	1744	28	23	66	114	31	28	78	84	776	60	12
peak16842	chr3	129974377	129976123	.	1747	12	8	58	82	31	2	21	36	26	15	34
peak16843	chr3	130002179	130003342	.	1164	20	15	38	54	16	7	19	40	14	19	14
peak16844	chr3	130111048	130112675	.	1628	61	83	62	84	251	60	45	34	186	62	94
peak16845	chr3	130745472	130746946	.	1475	26	19	10	18	30	22	2	10	30	22	15
peak16846	chr3	130747354	130748300	.	947	22	19	19	14	61	45	10	18	66	34	18
peak16847	chr3	130892247	130895779	.	3533	205	260	243	506	404	118	104	252	1962	252	162
peak16848	chr3	131026335	131027703	.	1369	26	36	27	38	96	35	3	6	62	39	20
peak16849	chr3	131380876	131382421	.	1546	32	50	46	114	108	43	29	35	234	64	85
peak16850	chr3	131502538	131503275	.	738	16	16	23	22	91	23	8	12	112	42	8
peak16851	chr3	132416929	132419037	.	2109	104	54	52	74	181	74	40	76	316	96	82
peak16852	chr3	132659382	132661209	.	1828	27	67	60	80	140	32	32	10	776	74	78
peak16853	chr3	132721300	132723649	.	2350	97	41	140	204	149	46	78	142	1478	58	42
peak16854	chr3	133572822	133574843	.	2022	83	97	70	96	150	67	97	158	918	61	42
peak16855	chr3	133660843	133662273	.	1431	44	43	42	120	63	24	26	34	548	46	6
peak16856	chr3	133805550	133806696	.	1147	62	86	32	136	136	31	20	44	472	56	46
peak16857	chr3	133894777	133896206	.	1430	6	12	62	110	1	10	32	32	76	21	15
peak16858	chr3	134029556	134030525	.	970	9	8	40	59	10	13	18	80	12	16	24
peak16859	chr3	134249837	134251667	.	1831	26	32	88	132	80	30	78	109	674	36	25
peak16860	chr3	134312413	134313791	.	1379	12	6	42	64	8	6	8	8	26	12	8
peak16861	chr3	134363679	134364530	.	852	9	1	12	45	4	0	7	38	4	2	20
peak16862	chr3	134373237	134374978	.	1742	16	22	44	170	60	6	60	40	19	0	34
peak16863	chr3	134484683	134487114	.	2432	206	192	88	231	384	148	74	50	568	174	130
peak16864	chr3	134650556	134651590	.	1035	2	18	44	44	14	5	18	12	12	12	91
peak16865	chr3	134794875	134797883	.	3009	51	34	55	144	139	74	44	28	980	34	72
peak16866	chr3	135965275	135966754	.	1480	44	13	126	184	24	14	48	80	148	40	46
peak16867	chr3	136193017	136197552	.	4536	413	374	280	724	654	200	304	450	3594	524	326
peak16868	chr3	136249582	136251170	.	1589	108	132	52	210	294	122	42	56	125	149	172
peak16869	chr3	136751296	136753485	.	2190	258	240	230	440	474	150	245	408	3172	188	254
peak16870	chr3	136818654	136820498	.	1845	38	30	54	92	86	26	15	48	232	32	78
peak16871	chr3	136860563	136863523	.	2961	82	132	86	210	326	76	94	62	1012	152	134
peak16872	chr3	136987475	136988507	.	1033	10	12	22	52	2	5	36	30	10	8	4
peak16873	chr3	137770266	137771878	.	1613	16	0	8	43	13	8	12	10	32	14	44
peak16874	chr3	137808307	137809170	.	864	2	0	0	6	0	4	30	0	2	6	0
peak16875	chr3	138114876	138116252	.	1377	14	12	38	40	10	8	8	2	38	0	28
peak16876	chr3	138173748	138175345	.	1598	31	47	42	142	107	53	44	30	226	68	34
peak16877	chr3	138180507	138182112	.	1606	6	11	0	0	5	8	14	0	24	4	0
peak16878	chr3	138186269	138188719	.	2451	118	177	122	192	168	76	46	92	1210	118	120
peak16879	chr3	138329180	138330119	.	940	21	48	38	77	56	12	28	18	94	44	50
peak16880	chr3	138348082	138349431	.	1350	6	6	70	90	11	6	54	78	78	4	18
peak16881	chr3	138433870	138435967	.	2098	37	32	67	116	54	29	50	44	50	10	46
peak16882	chr3	138593994	138594965	.	972	12	20	26	36	95	11	10	12	62	21	24
peak16883	chr3	138608304	138609624	.	1321	64	43	116	262	80	26	136	122	516	82	38
peak16884	chr3	138834007	138835523	.	1517	44	56	66	112	94	40	90	108	868	12	8
peak16885	chr3	138915081	138916415	.	1335	16	21	44	44	86	32	23	37	54	52	15
peak16886	chr3	138944012	138947817	.	3806	60	68	220	272	62	28	38	94	76	38	69
peak16887	chr3	138949832	138950779	.	948	22	11	20	54	36	9	17	30	6	22	20
peak16888	chr3	139020350	139020977	.	628	2	15	2	48	0	8	13	34	4	6	20
peak16889	chr3	139388296	139390259	.	1964	50	16	40	96	136	34	10	14	514	75	70
peak16890	chr3	139677270	139678548	.	1279	28	46	42	62	95	32	22	42	120	34	54
peak16891	chr3	139934810	139935806	.	997	14	4	39	58	14	2	22	44	4	5	10
peak16892	chr3	140651296	140651709	.	414	5	0	23	36	6	6	15	34	2	6	28
peak16893	chr3	140941302	140943302	.	2001	104	69	80	204	146	74	45	110	714	100	56
peak16894	chr3	141050624	141052345	.	1722	8	8	56	122	16	4	48	60	46	8	30
peak16895	chr3	141065998	141066759	.	762	7	6	34	37	4	0	23	42	18	10	10
peak16896	chr3	141230927	141232938	.	2012	104	98	76	172	264	81	84	64	582	67	88
peak16897	chr3	141401513	141403101	.	1589	20	31	72	90	60	18	93	112	1582	54	2
peak16898	chr3	141486173	141488209	.	2037	98	50	110	130	213	66	131	224	1550	116	50
peak16899	chr3	141659862	141660959	.	1098	12	0	54	98	40	14	14	32	11	10	2
peak16900	chr3	141737825	141739206	.	1382	78	112	88	224	178	76	72	66	1060	170	26
peak16901	chr3	141796900	141798356	.	1457	26	26	26	60	78	38	34	22	20	23	8
peak16902	chr3	141875469	141877902	.	2434	80	93	86	176	178	68	120	236	2530	122	38
peak16903	chr3	142148746	142150325	.	1580	112	102	124	305	183	48	65	125	646	110	60
peak16904	chr3	142224758	142226300	.	1543	48	56	98	101	82	37	23	58	368	72	74
peak16905	chr3	142446022	142448477	.	2456	78	56	32	136	108	80	26	40	434	44	58
peak16906	chr3	142578132	142579244	.	1113	44	20	14	38	70	40	14	22	58	50	32
peak16907	chr3	142596106	142597163	.	1058	49	18	46	106	93	16	30	32	140	84	72
peak16908	chr3	142723724	142725195	.	1472	29	16	22	76	52	15	84	60	694	52	88
peak16909	chr3	142888275	142889551	.	1277	24	12	60	110	38	16	19	50	50	8	14
peak16910	chr3	142963257	142964584	.	1328	28	2	57	76	31	14	46	68	80	16	15
peak16911	chr3	143001265	143003198	.	1934	44	44	19	31	136	41	8	14	202	27	36
peak16912	chr3	143003570	143004180	.	611	2	6	0	18	10	6	6	2	24	6	0
peak16913	chr3	143119072	143122579	.	3508	144	121	266	356	226	73	158	320	3225	173	209
peak16914	chr3	143970554	143973946	.	3393	285	334	324	698	671	296	280	402	3614	419	270
peak16915	chr3	146160615	146161607	.	993	4	9	54	71	12	7	28	78	54	19	16
peak16916	chr3	146250545	146251944	.	1400	8	4	50	52	12	14	20	20	30	14	17
peak16917	chr3	146469240	146470022	.	783	23	13	14	42	22	10	10	28	40	16	18
peak16918	chr3	146497097	146497623	.	527	11	12	28	20	10	1	6	34	6	3	38
peak16919	chr3	146543917	146544890	.	974	28	36	62	110	96	28	32	27	364	48	54
peak16920	chr3	147408986	147410856	.	1871	30	42	63	166	22	16	30	64	14	12	49
peak16921	chr3	148990977	148992460	.	1484	86	110	142	292	211	74	100	170	1956	138	38
peak16922	chr3	149085477	149086942	.	1466	15	30	18	40	72	19	10	13	26	30	18
peak16923	chr3	149129142	149130350	.	1209	45	62	36	77	134	64	54	52	438	58	70
peak16924	chr3	149656839	149658853	.	2015	30	28	68	112	123	28	75	50	234	50	32
peak16925	chr3	149752117	149753736	.	1620	38	42	31	58	64	35	26	28	46	44	14
peak16926	chr3	149812332	149813880	.	1549	58	78	52	96	215	64	32	58	458	67	52
peak16927	chr3	149969829	149971821	.	1993	96	71	204	276	108	40	110	274	755	68	52
peak16928	chr3	150322713	150323496	.	784	4	4	50	32	0	1	4	10	8	6	0
peak16929	chr3	150407738	150411404	.	3667	378	344	344	688	658	250	200	358	5922	382	178
peak16930	chr3	150545502	150547483	.	1982	166	149	132	230	256	98	84	78	1920	212	84
peak16931	chr3	150602786	150604695	.	1910	243	265	152	456	362	101	88	232	647	212	209
peak16932	chr3	150703321	150704347	.	1027	37	10	39	64	111	49	26	14	62	16	31
peak16933	chr3	150761605	150764259	.	2655	92	110	118	228	265	67	120	168	2146	102	122
peak16934	chr3	150778834	150780026	.	1193	12	0	76	68	17	4	8	28	16	8	31
peak16935	chr3	151084691	151087513	.	2823	106	66	210	366	169	34	148	220	758	52	72
peak16936	chr3	151202024	151203137	.	1114	20	9	8	0	38	20	7	9	20	10	4
peak16937	chr3	151205293	151209070	.	3778	30	30	12	6	90	100	26	0	12	12	4
peak16938	chr3	151927859	151928826	.	968	8	0	40	10	6	4	8	38	2	12	6
peak16939	chr3	152152269	152152853	.	585	3	2	41	32	4	7	32	34	2	13	16
peak16940	chr3	152243492	152244898	.	1407	22	18	6	4	103	30	6	8	58	34	0
peak16941	chr3	152253052	152254062	.	1011	0	5	0	6	15	10	8	0	26	6	0
peak16942	chr3	152267431	152271272	.	3842	226	216	120	238	736	296	74	128	1308	233	173
peak16943	chr3	152834672	152836029	.	1358	18	20	71	108	51	24	30	42	266	35	20
peak16944	chr3	153155542	153156377	.	836	10	6	10	61	4	4	8	14	20	9	36
peak16945	chr3	153159587	153164789	.	5203	340	300	276	582	565	221	144	344	3764	358	190
peak16946	chr3	153268068	153269450	.	1383	14	6	32	50	16	2	20	20	28	14	16
peak16947	chr3	154121006	154122606	.	1601	47	44	38	92	54	16	30	66	60	30	12
peak16948	chr3	154323940	154324607	.	668	66	49	44	94	157	34	26	58	274	63	74
peak16949	chr3	155744024	155744931	.	908	18	3	36	60	16	7	8	12	34	16	10
peak16950	chr3	155805699	155806554	.	856	30	22	34	92	64	29	50	38	118	42	20
peak16951	chr3	155852872	155855559	.	2688	122	126	126	182	151	95	82	106	710	106	117
peak16952	chr3	155869899	155872147	.	2249	104	84	202	262	208	74	104	156	3670	104	60
peak16953	chr3	156041151	156041766	.	616	0	6	10	18	14	2	6	40	0	2	2
peak16954	chr3	156554273	156555783	.	1511	46	45	46	82	113	50	42	16	402	46	34
peak16955	chr3	156606052	156606544	.	493	6	11	24	70	25	12	4	30	10	12	12
peak16956	chr3	156673572	156676567	.	2996	284	264	250	560	571	190	168	336	4164	276	212
peak16957	chr3	156814393	156817748	.	3356	112	140	160	272	298	89	130	210	798	158	54
peak16958	chr3	156826022	156826965	.	944	20	56	28	86	70	52	30	34	234	46	72
peak16959	chr3	157088228	157089866	.	1639	94	130	102	172	243	94	61	46	72	100	116
peak16960	chr3	157119949	157120898	.	950	14	16	56	68	14	9	14	76	10	2	23
peak16961	chr3	157158979	157161389	.	2411	251	268	164	330	336	96	139	234	1308	248	158
peak16962	chr3	157169348	157170239	.	892	6	2	2	0	12	3	1	0	20	6	4
peak16963	chr3	157174225	157176216	.	1992	70	66	54	130	96	54	10	22	50	60	30
peak16964	chr3	157542390	157543896	.	1507	4	6	42	14	10	2	16	10	4	4	12
peak16965	chr3	158094087	158094984	.	898	16	6	44	32	22	5	8	10	10	8	18
peak16966	chr3	158097795	158098479	.	685	44	30	42	118	40	16	11	10	12	58	23
peak16967	chr3	158105481	158106114	.	634	6	5	11	23	18	6	22	10	28	13	2
peak16968	chr3	158109682	158110565	.	884	24	25	50	56	74	18	18	38	178	46	72
peak16969	chr3	158644352	158645367	.	1016	38	54	20	34	119	23	18	8	124	33	26
peak16970	chr3	158731622	158733207	.	1586	30	24	56	102	10	12	20	45	34	18	12
peak16971	chr3	158801755	158802974	.	1220	43	57	50	124	107	22	30	24	210	42	50
peak16972	chr3	159762948	159765441	.	2494	16	26	56	190	43	28	96	90	262	69	42
peak16973	chr3	159988507	159989381	.	875	33	40	46	88	69	30	37	52	108	32	46
peak16974	chr3	160224970	160227168	.	2199	36	20	84	154	35	30	74	118	118	14	40
peak16975	chr3	160398574	160402264	.	3691	154	170	98	226	298	103	76	108	1864	176	94
peak16976	chr3	160448964	160450999	.	2036	98	78	100	118	286	92	58	62	343	64	112
peak16977	chr3	160564021	160566506	.	2486	136	133	136	298	321	100	86	186	1526	138	136
peak16978	chr3	160754264	160757439	.	3176	140	114	162	228	252	114	123	142	802	150	72
peak16979	chr3	161008315	161009027	.	713	0	0	0	0	3	5	34	0	0	2	0
peak16980	chr3	161104628	161105767	.	1140	31	28	100	76	54	20	32	102	182	24	66
peak16981	chr3	161221055	161222633	.	1579	42	16	50	38	52	16	22	14	540	45	7
peak16982	chr3	164518728	164519502	.	775	0	0	0	0	0	2	2	0	22	0	0
peak16983	chr3	166423913	166424513	.	601	4	0	10	26	2	4	4	34	4	2	29
peak16984	chr3	166975639	166976253	.	615	9	5	22	28	3	5	14	36	5	14	7
peak16985	chr3	167116126	167116632	.	507	4	2	17	43	10	0	2	38	0	10	2
peak16986	chr3	167734211	167735693	.	1483	62	50	44	104	259	57	18	14	154	61	50
peak16987	chr3	168094609	168096468	.	1860	82	76	122	178	154	64	76	94	464	82	105
peak16988	chr3	168249203	168250417	.	1215	32	26	54	130	40	20	26	48	34	24	48
peak16989	chr3	169661494	169663448	.	1955	24	8	82	204	36	21	28	52	34	38	60
peak16990	chr3	169764043	169765557	.	1515	52	54	70	74	194	68	38	64	598	90	67
peak16991	chr3	169769282	169769852	.	571	56	16	10	34	35	16	22	20	78	57	14
peak16992	chr3	169771925	169774015	.	2091	138	149	122	122	239	136	32	53	703	156	142
peak16993	chr3	169811767	169813377	.	1611	42	35	42	124	106	33	64	56	317	73	34
peak16994	chr3	169966380	169967834	.	1455	32	29	48	32	92	34	21	14	474	54	50
peak16995	chr3	170037286	170039194	.	1909	42	36	76	100	100	24	60	79	526	51	34
peak16996	chr3	170179671	170182039	.	2369	102	84	54	164	161	58	42	78	568	78	74
peak16997	chr3	170221373	170223357	.	1985	36	28	51	88	63	22	21	32	572	39	15
peak16998	chr3	170356376	170358768	.	2393	100	58	188	245	124	35	240	348	1238	102	83
peak16999	chr3	170419335	170420364	.	1030	14	20	30	116	28	21	12	22	12	9	22
peak17000	chr3	170585404	170585810	.	407	18	10	12	59	10	6	6	18	22	10	8
peak17001	chr3	170907750	170909453	.	1704	122	62	94	136	276	56	54	85	562	94	74
peak17002	chr3	171457307	171461531	.	4225	108	115	82	185	303	155	58	58	1736	157	104
peak17003	chr3	171809599	171810843	.	1245	37	20	36	78	118	42	26	54	74	54	64
peak17004	chr3	172039312	172041440	.	2129	88	68	166	260	140	57	70	144	2110	92	30
peak17005	chr3	172447570	172448810	.	1241	4	8	58	27	21	12	9	6	7	20	48
peak17006	chr3	172521748	172523002	.	1255	1	18	6	0	10	18	0	0	34	20	8
peak17007	chr3	172710623	172711333	.	711	18	16	48	10	80	33	9	10	100	21	7
peak17008	chr3	172750524	172751424	.	901	28	20	49	58	90	36	18	18	254	36	40
peak17009	chr3	172866296	172867274	.	979	1	4	50	69	6	0	21	28	6	8	16
peak17010	chr3	173395415	173396248	.	834	28	24	44	50	44	11	22	24	24	30	47
peak17011	chr3	174440525	174441686	.	1162	30	32	76	98	29	8	62	102	72	22	80
peak17012	chr3	175937272	175937860	.	589	10	4	32	14	2	0	2	30	8	9	4
peak17013	chr3	176362119	176362856	.	738	16	0	48	58	6	3	12	48	2	9	20
peak17014	chr3	177195780	177198535	.	2756	82	53	116	238	74	40	168	242	1468	84	28
peak17015	chr3	177203461	177204614	.	1154	10	12	58	70	27	10	14	26	10	4	34
peak17016	chr3	177359583	177361065	.	1483	90	112	34	62	159	54	26	64	31	66	24
peak17017	chr3	179070550	179072403	.	1854	43	34	108	196	89	41	66	130	1016	56	10
peak17018	chr3	179147775	179150033	.	2259	126	135	116	218	314	135	154	208	2482	135	28
peak17019	chr3	179260901	179261847	.	947	42	14	30	114	44	10	52	84	114	30	10
